,chain,symbol,earned_fees,fees_to_vebal,fees_to_dao,total_incentives,aura_incentives,bal_incentives,redirected_incentives,reroute_incentives,last_join_exit
0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5,mainnet,STG/USDC,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-18 15:34:47 GMT
0xe3e0022d25194431a98e8bf5034d2617c96e1d44000000000000000000000670,mainnet,InstETH/wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-19 16:07:23 GMT
0x09b03b7cbb19b3dae94f884cf60dbc3c99a3947b00000000000000000000066c,mainnet,pyUSD/sDOLA BSP,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-20 21:58:47 GMT
0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034,gnosis,bb-WETH-wstETH,7392.52,12843.42,6915.69,19759.12,11576.32,8182.80,0,0,2024-03-20 13:25:25 GMT
0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023,base,rETH-WETH-BPT,864.13,1111.51,598.50,2279.90,1335.73,944.17,569.89,0,2024-03-21 15:44:03 GMT
0xfb4c2e6e6e27b5b4a07a36360c89ede29bb3c9b6000000000000000000000026,base,cbETH/WETH,202.46,260.42,140.23,0,0,0,-400.64,0,2024-03-21 14:45:31 GMT
0x0c659734f1eef9c63b7ebdf78a164cdd745586db000000000000000000000046,base,USDC/USDbC/axlUSDC,85.53,110.01,59.24,0,0,0,-169.25,0,2024-03-21 09:19:29 GMT
0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c,avalanche,sAVAX-WAVAX-BPT,10243.03,3305.46,1779.86,5106.44,2991.72,2114.72,21.12,0,2024-03-21 08:20:33 GMT
0xc13546b97b9b1b15372368dc06529d7191081f5b00000000000000000000001d,avalanche,ggAVAX-WAVAX-BPT,7148.21,2306.75,1242.10,3563.59,2087.81,1475.78,14.74,0,2024-03-21 14:34:45 GMT
0x9fa6ab3d78984a69e712730a2227f20bcc8b5ad900000000000000000000001f,avalanche,yyAVAX-WAVAX-BPT,1145.51,369.66,199.05,571.07,0,571.07,2.36,0,2024-03-21 01:39:54 GMT
0xb26f0e66317846bd5fe0cbaa1d269f0efeb05c9600000000000000000000001e,avalanche,USDC-USDT-BPT,76.98,24.84,13.38,0,0,0,-38.22,0,2024-03-19 22:41:58 GMT
0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd,arbitrum,RDNT-WETH,57987.76,22403.92,12063.65,34467.68,20193.60,14274.08,0.11,0,2024-03-21 16:17:54 GMT
0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500,arbitrum,cbETH/rETH/wstETH,9806.17,775.68,417.67,5828.74,3414.90,2413.84,0.02,4635.37,2024-03-21 14:57:30 GMT
0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498,arbitrum,wstETH-WETH-BPT,9736.88,3761.90,2025.64,5787.56,3390.76,2396.80,0.02,0,2024-03-21 08:01:41 GMT
0x451b0afd69ace11ec0ac339033d54d2543b088a80000000000000000000004d5,arbitrum,plsRDNT-Stable,6287.77,2429.32,1308.09,3737.42,2189.65,1547.77,0.01,0,2024-03-21 08:30:42 GMT
0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef,arbitrum,rETH/wETH BPT,6207.78,386.95,208.36,3689.88,2161.80,1528.08,0.01,3094.55,2024-03-21 14:45:17 GMT
0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3,arbitrum,wstETH/sfrxETH,5667.20,386.73,208.24,3368.56,1973.55,1395.01,0.01,2773.57,2024-03-21 14:06:33 GMT
0x3fd4954a851ead144c2ff72b1f5a38ea5976bd54000000000000000000000480,arbitrum,ankrETH/wstETH-BPT,5518.82,2132.23,1148.12,3280.36,1921.87,1358.49,0.01,0,2024-03-20 15:33:42 GMT
0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc,arbitrum,sFRAX/4POOL,2516.24,972.16,523.47,1495.64,876.25,619.39,0.00,0,2024-03-21 15:09:23 GMT
0x423a1323c871abc9d89eb06855bf5347048fc4a5000000000000000000000496,arbitrum,4POOL-BPT,2055.76,794.26,427.68,1221.93,715.90,506.03,0.00,0,2024-03-21 15:09:23 GMT
0x4b3af34eb1135d59df8b9cdc2ff07d30d05334c400000000000000000000050d,arbitrum,weETH/rETH,0.34,0.13,0.07,0,0,0,-0.20,0,2024-03-20 11:24:30 GMT
0x0c8972437a38b389ec83d1e666b69b8a4fcf8bfd00000000000000000000049e,arbitrum,wstETH/rETH/sfrxETH,0,1802.82,970.75,0,0,0,0,-2773.57,2024-03-21 15:11:04 GMT
0x4a2f6ae7f3e5d715689530873ec35593dc28951b000000000000000000000481,arbitrum,wstETH/rETH/cbETH,0,3012.99,1622.38,0,0,0,0,-4635.37,2024-03-21 14:56:07 GMT
0xade4a71bb62bec25154cfc7e6ff49a513b491e81000000000000000000000497,arbitrum,rETH-WETH-BPT,0,2011.46,1083.09,0,0,0,0,-3094.55,2024-03-21 12:13:20 GMT
0x9f8ed1acfe0c863381b9081aff2144fc867aa7730002000000000000000004d4,arbitrum,50ANKR/50ankrETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-01-02 18:27:12 GMT
0xa1a8bf131571a2139feb79401aa4a2e9482df6270002000000000000000004b4,arbitrum,50wstETH/50-4Pool,0.00,0.00,0.00,0,0,0,0.00,0,2024-02-16 15:49:05 GMT
0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516,arbitrum,ezETH/wstETH,0.00,0.00,0.00,0,0,0,0.00,0,2024-03-21 16:10:35 GMT
